Mã SKU,Tên hàng hóa,Đơn vị tính,Giá bán,% Thuế suất,Tên nhóm hàng,Tồn ban đầu
SP008726,Bột ngọt Ajinomoto gói 454g (Lô 139),Gói,39100,8,Gia vị & Đồ nấu nướng,382
SP008727,Tương ớt Chinsu nắp bật 250g (Lô 139),Chai,17250,8,Gia vị & Đồ nấu nướng,389
SP008728,Tương cà Cholimex chai 330g (Lô 139),Chai,18400,8,Gia vị & Đồ nấu nướng,396
SP008729,Muối I-ốt Bạc Liêu túi 500g (Lô 139),Gói,6899,8,Gia vị & Đồ nấu nướng,403
SP008730,Đường tinh luyện Biên Hòa Daily 1kg (Lô 139),Gói,35650,8,Gia vị & Đồ nấu nướng,410
SP008731,Mì tôm Hảo Hảo tôm chua cay 75g (Lô 139),Gói,5175,8,Mì gói & Thực phẩm khô,417
SP008732,Mì Omachi sườn hầm ngũ quả 80g (Lô 139),Gói,9775,8,Mì gói & Thực phẩm khô,424
SP008733,Mì trộn Indomie Mi Goreng 85g (Lô 139),Gói,7474,8,Mì gói & Thực phẩm khô,431
SP008734,Phở gà Đệ Nhất Acecook 68g (Lô 139),Gói,9200,8,Mì gói & Thực phẩm khô,438
SP008735,Miến Phú Hương yến tiệc 210g (Lô 139),Gói,25299,8,Mì gói & Thực phẩm khô,445
SP008736,Cháo thịt bằm Cung Đình gói 50g (Lô 139),Gói,8049,8,Mì gói & Thực phẩm khô,452
SP008737,Cá nục sốt cà 3 Cô Gái lon 155g (Lô 139),Lon,21850,8,Mì gói & Thực phẩm khô,459
SP008738,Pate thịt heo Hạ Long lon 150g (Lô 139),Lon,31049,8,Mì gói & Thực phẩm khô,466
SP008739,Mì ly Modern lẩu thái tôm 65g (Lô 139),Ly,10925,8,Mì gói & Thực phẩm khô,473
SP008740,Nước rửa chén Sunlight chanh can 3.6kg (Lô 139),Can,125349,10,Hóa mỹ phẩm & Tẩy rửa,480
SP008741,Nước giặt OMO Matic cửa trên túi 3.6kg (Lô 139),Túi,201249,10,Hóa mỹ phẩm & Tẩy rửa,487
SP008742,Nước xả vải Comfort đậm đặc túi 3.2L (Lô 139),Túi,217349,10,Hóa mỹ phẩm & Tẩy rửa,494
SP008743,Dầu gội Clear thảo dược mát lạnh 630g (Lô 139),Chai,189749,10,Hóa mỹ phẩm & Tẩy rửa,51
SP008744,Dầu gội Pantene suôn mượt 650ml (Lô 139),Chai,178250,10,Hóa mỹ phẩm & Tẩy rửa,58
SP008745,Sữa tắm Lifebuoy bảo vệ vượt trội 800g (Lô 139),Chai,171350,10,Hóa mỹ phẩm & Tẩy rửa,65
SP008746,Kem đánh răng Colgate Total 12 180g (Lô 139),Tuýp,48299,10,Hóa mỹ phẩm & Tẩy rửa,72
SP008747,Bàn chải đánh răng P/S than tre (Lô 139),Cái,20700,10,Hóa mỹ phẩm & Tẩy rửa,79
SP008748,Nước lau sàn Sunlight hoa lily túi 3.6kg (Lô 139),Túi,97749,10,Hóa mỹ phẩm & Tẩy rửa,86
SP008749,Xịt muỗi Raid hương cam chanh 600ml (Lô 139),Chai,78200,10,Hóa mỹ phẩm & Tẩy rửa,93
SP008750,Giấy vệ sinh cuộn cao cấp Pulppy lốc 10 cuộn (Lô 139),Lốc,105799,8,Đồ gia dụng & Tiện ích,100
SP008751,Khăn giấy lụa rút Paseo 200 tờ (Lô 139),Hộp,28749,8,Đồ gia dụng & Tiện ích,107
SP008752,Màng bọc thực phẩm PE Sunhouse 30cmx150m (Lô 139),Hộp,86250,8,Đồ gia dụng & Tiện ích,114
SP008753,Túi rác đen tự hủy sinh học Opec 3 cuộn (Lô 139),Gói,43700,8,Đồ gia dụng & Tiện ích,121
SP008754,Băng dính dán thùng trong suốt 5cm x 100y (Lô 139),Cuộn,18400,8,Đồ gia dụng & Tiện ích,128
SP008755,Pin tiểu AA Panasonic vỉ 4 viên (Lô 139),Vỉ,29899,8,Đồ gia dụng & Tiện ích,135
SP008756,Khẩu trang y tế 4 lớp kháng khuẩn hộp 50 cái (Lô 139),Hộp,40250,8,Đồ gia dụng & Tiện ích,142
SP008757,Nước rửa tay Lifebuoy hương chanh chai 450ml (Lô 139),Chai,59799,8,Đồ gia dụng & Tiện ích,149
SP008758,Coca Cola Sleek 320ml (Lô 140),Lon,13200,8,Đồ uống & Giải khát,156
SP008759,Pepsi Sleek 320ml (Lô 140),Lon,12600,8,Đồ uống & Giải khát,163
SP008760,Nước cam ép Twister 450ml (Lô 140),Chai,14400,8,Đồ uống & Giải khát,170
SP008761,Trà xanh Không Độ 455ml (Lô 140),Chai,12000,8,Đồ uống & Giải khát,177
SP008762,Trà Ô Long Tea+ Plus 455ml (Lô 140),Chai,14400,8,Đồ uống & Giải khát,184
SP008763,Nước tăng lực Red Bull 250ml (Lô 140),Lon,16800,8,Đồ uống & Giải khát,191
SP008764,Nước khoáng Lavie 500ml (Lô 140),Chai,7200,8,Đồ uống & Giải khát,198
SP008765,Nước tinh khiết Aquafina 500ml (Lô 140),Chai,7200,8,Đồ uống & Giải khát,205
SP008766,Cà phê sữa đá Highlands 235ml (Lô 140),Lon,19200,8,Đồ uống & Giải khát,212
SP008767,Bia Heineken Sleek 330ml (Lô 140),Lon,26400,10,Đồ uống & Giải khát,219
SP008768,Bia Tiger Crystal 330ml (Lô 140),Lon,23400,10,Đồ uống & Giải khát,226
SP008769,Bia Sài Gòn Special 330ml (Lô 140),Lon,19800,10,Đồ uống & Giải khát,233
SP008770,Sữa tươi tiệt trùng Vinamilk 180ml (Lô 140),Hộp,10200,0,Đồ uống & Giải khát,240
SP008771,Sữa chua uống Susu 110ml (Lô 140),Chai,7800,0,Đồ uống & Giải khát,247
SP008772,Nước ép bưởi hồng Vfresh 1L (Lô 140),Hộp,46800,8,Đồ uống & Giải khát,254
SP008773,Bánh ChocoPie Orion hộp 12 cái (Lô 140),Hộp,69600,8,Bánh kẹo & Ăn vặt,261
SP008774,Bánh Cosy mè giòn rụm Kinh Đô 288g (Lô 140),Gói,34800,8,Bánh kẹo & Ăn vặt,268
SP008775,Snack khoai tây Ostar vị tảo biển 90g (Lô 140),Gói,22800,8,Bánh kẹo & Ăn vặt,275
SP008776,Snack khoai tây Lay's tự nhiên 95g (Lô 140),Gói,25200,8,Bánh kẹo & Ăn vặt,282
SP008777,Bánh que Pocky socola Glico 40g (Lô 140),Hộp,16800,8,Bánh kẹo & Ăn vặt,289
SP008778,Kẹo dẻo Chupa Chups Sour Tubes 160g (Lô 140),Gói,28800,8,Bánh kẹo & Ăn vặt,296
SP008779,Bánh mì tươi nhân bơ sữa Kinh Đô 80g (Lô 140),Cái,10800,8,Bánh kẹo & Ăn vặt,303
SP008780,Bánh xốp Nabati phô mai 130g (Lô 140),Hộp,14400,8,Bánh kẹo & Ăn vặt,310
SP008781,Hạt điều rang muối vỏ lụa Bình Phước 500g (Lô 140),Hộp,162000,8,Bánh kẹo & Ăn vặt,317
SP008782,Hạt hướng dương Chacheer 130g (Lô 140),Gói,18000,8,Bánh kẹo & Ăn vặt,324
SP008783,Rong biển sấy vị truyền thống TaoKaeNoi 32g (Lô 140),Gói,31200,8,Bánh kẹo & Ăn vặt,331
SP008784,Nước mắm Nam Ngư Đệ Nhị chai 900ml (Lô 140),Chai,33600,8,Gia vị & Đồ nấu nướng,338
SP008785,Nước mắm Chinsu Cá Hồi chai 500ml (Lô 140),Chai,56400,8,Gia vị & Đồ nấu nướng,345
SP008786,Dầu ăn Simply đậu nành can 1L (Lô 140),Chai,70800,8,Gia vị & Đồ nấu nướng,352
SP008787,Dầu ăn Neptune Gold can 2L (Lô 140),Chai,162000,8,Gia vị & Đồ nấu nướng,359
SP008788,Hạt nêm Knorr thịt thăn xương ống 400g (Lô 140),Gói,44400,8,Gia vị & Đồ nấu nướng,366
SP008789,Bột ngọt Ajinomoto gói 454g (Lô 140),Gói,40800,8,Gia vị & Đồ nấu nướng,373
SP008790,Tương ớt Chinsu nắp bật 250g (Lô 140),Chai,18000,8,Gia vị & Đồ nấu nướng,380
SP008791,Tương cà Cholimex chai 330g (Lô 140),Chai,19200,8,Gia vị & Đồ nấu nướng,387
SP008792,Muối I-ốt Bạc Liêu túi 500g (Lô 140),Gói,7200,8,Gia vị & Đồ nấu nướng,394
SP008793,Đường tinh luyện Biên Hòa Daily 1kg (Lô 140),Gói,37200,8,Gia vị & Đồ nấu nướng,401
SP008794,Mì tôm Hảo Hảo tôm chua cay 75g (Lô 140),Gói,5400,8,Mì gói & Thực phẩm khô,408
SP008795,Mì Omachi sườn hầm ngũ quả 80g (Lô 140),Gói,10200,8,Mì gói & Thực phẩm khô,415
SP008796,Mì trộn Indomie Mi Goreng 85g (Lô 140),Gói,7800,8,Mì gói & Thực phẩm khô,422
SP008797,Phở gà Đệ Nhất Acecook 68g (Lô 140),Gói,9600,8,Mì gói & Thực phẩm khô,429
SP008798,Miến Phú Hương yến tiệc 210g (Lô 140),Gói,26400,8,Mì gói & Thực phẩm khô,436
SP008799,Cháo thịt bằm Cung Đình gói 50g (Lô 140),Gói,8400,8,Mì gói & Thực phẩm khô,443
SP008800,Cá nục sốt cà 3 Cô Gái lon 155g (Lô 140),Lon,22800,8,Mì gói & Thực phẩm khô,450
SP008801,Pate thịt heo Hạ Long lon 150g (Lô 140),Lon,32400,8,Mì gói & Thực phẩm khô,457
SP008802,Mì ly Modern lẩu thái tôm 65g (Lô 140),Ly,11400,8,Mì gói & Thực phẩm khô,464
SP008803,Nước rửa chén Sunlight chanh can 3.6kg (Lô 140),Can,130800,10,Hóa mỹ phẩm & Tẩy rửa,471
SP008804,Nước giặt OMO Matic cửa trên túi 3.6kg (Lô 140),Túi,210000,10,Hóa mỹ phẩm & Tẩy rửa,478
SP008805,Nước xả vải Comfort đậm đặc túi 3.2L (Lô 140),Túi,226800,10,Hóa mỹ phẩm & Tẩy rửa,485
SP008806,Dầu gội Clear thảo dược mát lạnh 630g (Lô 140),Chai,198000,10,Hóa mỹ phẩm & Tẩy rửa,492
SP008807,Dầu gội Pantene suôn mượt 650ml (Lô 140),Chai,186000,10,Hóa mỹ phẩm & Tẩy rửa,499
SP008808,Sữa tắm Lifebuoy bảo vệ vượt trội 800g (Lô 140),Chai,178800,10,Hóa mỹ phẩm & Tẩy rửa,56
SP008809,Kem đánh răng Colgate Total 12 180g (Lô 140),Tuýp,50400,10,Hóa mỹ phẩm & Tẩy rửa,63
SP008810,Bàn chải đánh răng P/S than tre (Lô 140),Cái,21600,10,Hóa mỹ phẩm & Tẩy rửa,70
SP008811,Nước lau sàn Sunlight hoa lily túi 3.6kg (Lô 140),Túi,102000,10,Hóa mỹ phẩm & Tẩy rửa,77
SP008812,Xịt muỗi Raid hương cam chanh 600ml (Lô 140),Chai,81600,10,Hóa mỹ phẩm & Tẩy rửa,84
SP008813,Giấy vệ sinh cuộn cao cấp Pulppy lốc 10 cuộn (Lô 140),Lốc,110400,8,Đồ gia dụng & Tiện ích,91
SP008814,Khăn giấy lụa rút Paseo 200 tờ (Lô 140),Hộp,30000,8,Đồ gia dụng & Tiện ích,98
SP008815,Màng bọc thực phẩm PE Sunhouse 30cmx150m (Lô 140),Hộp,90000,8,Đồ gia dụng & Tiện ích,105
SP008816,Túi rác đen tự hủy sinh học Opec 3 cuộn (Lô 140),Gói,45600,8,Đồ gia dụng & Tiện ích,112
SP008817,Băng dính dán thùng trong suốt 5cm x 100y (Lô 140),Cuộn,19200,8,Đồ gia dụng & Tiện ích,119
SP008818,Pin tiểu AA Panasonic vỉ 4 viên (Lô 140),Vỉ,31200,8,Đồ gia dụng & Tiện ích,126
SP008819,Khẩu trang y tế 4 lớp kháng khuẩn hộp 50 cái (Lô 140),Hộp,42000,8,Đồ gia dụng & Tiện ích,133
SP008820,Nước rửa tay Lifebuoy hương chanh chai 450ml (Lô 140),Chai,62400,8,Đồ gia dụng & Tiện ích,140
SP008821,Coca Cola Sleek 320ml (Lô 141),Lon,11000,8,Đồ uống & Giải khát,147
SP008822,Pepsi Sleek 320ml (Lô 141),Lon,10500,8,Đồ uống & Giải khát,154
SP008823,Nước cam ép Twister 450ml (Lô 141),Chai,12000,8,Đồ uống & Giải khát,161
SP008824,Trà xanh Không Độ 455ml (Lô 141),Chai,10000,8,Đồ uống & Giải khát,168
SP008825,Trà Ô Long Tea+ Plus 455ml (Lô 141),Chai,12000,8,Đồ uống & Giải khát,175
SP008826,Nước tăng lực Red Bull 250ml (Lô 141),Lon,14000,8,Đồ uống & Giải khát,182
SP008827,Nước khoáng Lavie 500ml (Lô 141),Chai,6000,8,Đồ uống & Giải khát,189
SP008828,Nước tinh khiết Aquafina 500ml (Lô 141),Chai,6000,8,Đồ uống & Giải khát,196
SP008829,Cà phê sữa đá Highlands 235ml (Lô 141),Lon,16000,8,Đồ uống & Giải khát,203
SP008830,Bia Heineken Sleek 330ml (Lô 141),Lon,22000,10,Đồ uống & Giải khát,210
SP008831,Bia Tiger Crystal 330ml (Lô 141),Lon,19500,10,Đồ uống & Giải khát,217
SP008832,Bia Sài Gòn Special 330ml (Lô 141),Lon,16500,10,Đồ uống & Giải khát,224
SP008833,Sữa tươi tiệt trùng Vinamilk 180ml (Lô 141),Hộp,8500,0,Đồ uống & Giải khát,231
SP008834,Sữa chua uống Susu 110ml (Lô 141),Chai,6500,0,Đồ uống & Giải khát,238
SP008835,Nước ép bưởi hồng Vfresh 1L (Lô 141),Hộp,39000,8,Đồ uống & Giải khát,245
SP008836,Bánh ChocoPie Orion hộp 12 cái (Lô 141),Hộp,58000,8,Bánh kẹo & Ăn vặt,252
SP008837,Bánh Cosy mè giòn rụm Kinh Đô 288g (Lô 141),Gói,29000,8,Bánh kẹo & Ăn vặt,259
SP008838,Snack khoai tây Ostar vị tảo biển 90g (Lô 141),Gói,19000,8,Bánh kẹo & Ăn vặt,266
SP008839,Snack khoai tây Lay's tự nhiên 95g (Lô 141),Gói,21000,8,Bánh kẹo & Ăn vặt,273
SP008840,Bánh que Pocky socola Glico 40g (Lô 141),Hộp,14000,8,Bánh kẹo & Ăn vặt,280
SP008841,Kẹo dẻo Chupa Chups Sour Tubes 160g (Lô 141),Gói,24000,8,Bánh kẹo & Ăn vặt,287
SP008842,Bánh mì tươi nhân bơ sữa Kinh Đô 80g (Lô 141),Cái,9000,8,Bánh kẹo & Ăn vặt,294
SP008843,Bánh xốp Nabati phô mai 130g (Lô 141),Hộp,12000,8,Bánh kẹo & Ăn vặt,301
SP008844,Hạt điều rang muối vỏ lụa Bình Phước 500g (Lô 141),Hộp,135000,8,Bánh kẹo & Ăn vặt,308
SP008845,Hạt hướng dương Chacheer 130g (Lô 141),Gói,15000,8,Bánh kẹo & Ăn vặt,315
SP008846,Rong biển sấy vị truyền thống TaoKaeNoi 32g (Lô 141),Gói,26000,8,Bánh kẹo & Ăn vặt,322
SP008847,Nước mắm Nam Ngư Đệ Nhị chai 900ml (Lô 141),Chai,28000,8,Gia vị & Đồ nấu nướng,329
SP008848,Nước mắm Chinsu Cá Hồi chai 500ml (Lô 141),Chai,47000,8,Gia vị & Đồ nấu nướng,336
SP008849,Dầu ăn Simply đậu nành can 1L (Lô 141),Chai,59000,8,Gia vị & Đồ nấu nướng,343
SP008850,Dầu ăn Neptune Gold can 2L (Lô 141),Chai,135000,8,Gia vị & Đồ nấu nướng,350
SP008851,Hạt nêm Knorr thịt thăn xương ống 400g (Lô 141),Gói,37000,8,Gia vị & Đồ nấu nướng,357
SP008852,Bột ngọt Ajinomoto gói 454g (Lô 141),Gói,34000,8,Gia vị & Đồ nấu nướng,364
SP008853,Tương ớt Chinsu nắp bật 250g (Lô 141),Chai,15000,8,Gia vị & Đồ nấu nướng,371
SP008854,Tương cà Cholimex chai 330g (Lô 141),Chai,16000,8,Gia vị & Đồ nấu nướng,378
SP008855,Muối I-ốt Bạc Liêu túi 500g (Lô 141),Gói,6000,8,Gia vị & Đồ nấu nướng,385
SP008856,Đường tinh luyện Biên Hòa Daily 1kg (Lô 141),Gói,31000,8,Gia vị & Đồ nấu nướng,392
SP008857,Mì tôm Hảo Hảo tôm chua cay 75g (Lô 141),Gói,4500,8,Mì gói & Thực phẩm khô,399
SP008858,Mì Omachi sườn hầm ngũ quả 80g (Lô 141),Gói,8500,8,Mì gói & Thực phẩm khô,406
SP008859,Mì trộn Indomie Mi Goreng 85g (Lô 141),Gói,6500,8,Mì gói & Thực phẩm khô,413
SP008860,Phở gà Đệ Nhất Acecook 68g (Lô 141),Gói,8000,8,Mì gói & Thực phẩm khô,420
SP008861,Miến Phú Hương yến tiệc 210g (Lô 141),Gói,22000,8,Mì gói & Thực phẩm khô,427
SP008862,Cháo thịt bằm Cung Đình gói 50g (Lô 141),Gói,7000,8,Mì gói & Thực phẩm khô,434
SP008863,Cá nục sốt cà 3 Cô Gái lon 155g (Lô 141),Lon,19000,8,Mì gói & Thực phẩm khô,441
SP008864,Pate thịt heo Hạ Long lon 150g (Lô 141),Lon,27000,8,Mì gói & Thực phẩm khô,448
SP008865,Mì ly Modern lẩu thái tôm 65g (Lô 141),Ly,9500,8,Mì gói & Thực phẩm khô,455
SP008866,Nước rửa chén Sunlight chanh can 3.6kg (Lô 141),Can,109000,10,Hóa mỹ phẩm & Tẩy rửa,462
SP008867,Nước giặt OMO Matic cửa trên túi 3.6kg (Lô 141),Túi,175000,10,Hóa mỹ phẩm & Tẩy rửa,469
SP008868,Nước xả vải Comfort đậm đặc túi 3.2L (Lô 141),Túi,189000,10,Hóa mỹ phẩm & Tẩy rửa,476
SP008869,Dầu gội Clear thảo dược mát lạnh 630g (Lô 141),Chai,165000,10,Hóa mỹ phẩm & Tẩy rửa,483
SP008870,Dầu gội Pantene suôn mượt 650ml (Lô 141),Chai,155000,10,Hóa mỹ phẩm & Tẩy rửa,490
SP008871,Sữa tắm Lifebuoy bảo vệ vượt trội 800g (Lô 141),Chai,149000,10,Hóa mỹ phẩm & Tẩy rửa,497
SP008872,Kem đánh răng Colgate Total 12 180g (Lô 141),Tuýp,42000,10,Hóa mỹ phẩm & Tẩy rửa,54
SP008873,Bàn chải đánh răng P/S than tre (Lô 141),Cái,18000,10,Hóa mỹ phẩm & Tẩy rửa,61
SP008874,Nước lau sàn Sunlight hoa lily túi 3.6kg (Lô 141),Túi,85000,10,Hóa mỹ phẩm & Tẩy rửa,68
SP008875,Xịt muỗi Raid hương cam chanh 600ml (Lô 141),Chai,68000,10,Hóa mỹ phẩm & Tẩy rửa,75
SP008876,Giấy vệ sinh cuộn cao cấp Pulppy lốc 10 cuộn (Lô 141),Lốc,92000,8,Đồ gia dụng & Tiện ích,82
SP008877,Khăn giấy lụa rút Paseo 200 tờ (Lô 141),Hộp,25000,8,Đồ gia dụng & Tiện ích,89
SP008878,Màng bọc thực phẩm PE Sunhouse 30cmx150m (Lô 141),Hộp,75000,8,Đồ gia dụng & Tiện ích,96
SP008879,Túi rác đen tự hủy sinh học Opec 3 cuộn (Lô 141),Gói,38000,8,Đồ gia dụng & Tiện ích,103
SP008880,Băng dính dán thùng trong suốt 5cm x 100y (Lô 141),Cuộn,16000,8,Đồ gia dụng & Tiện ích,110
SP008881,Pin tiểu AA Panasonic vỉ 4 viên (Lô 141),Vỉ,26000,8,Đồ gia dụng & Tiện ích,117
SP008882,Khẩu trang y tế 4 lớp kháng khuẩn hộp 50 cái (Lô 141),Hộp,35000,8,Đồ gia dụng & Tiện ích,124
SP008883,Nước rửa tay Lifebuoy hương chanh chai 450ml (Lô 141),Chai,52000,8,Đồ gia dụng & Tiện ích,131
SP008884,Coca Cola Sleek 320ml (Lô 142),Lon,11550,8,Đồ uống & Giải khát,138
SP008885,Pepsi Sleek 320ml (Lô 142),Lon,11025,8,Đồ uống & Giải khát,145
SP008886,Nước cam ép Twister 450ml (Lô 142),Chai,12600,8,Đồ uống & Giải khát,152
SP008887,Trà xanh Không Độ 455ml (Lô 142),Chai,10500,8,Đồ uống & Giải khát,159
SP008888,Trà Ô Long Tea+ Plus 455ml (Lô 142),Chai,12600,8,Đồ uống & Giải khát,166
SP008889,Nước tăng lực Red Bull 250ml (Lô 142),Lon,14700,8,Đồ uống & Giải khát,173
SP008890,Nước khoáng Lavie 500ml (Lô 142),Chai,6300,8,Đồ uống & Giải khát,180
SP008891,Nước tinh khiết Aquafina 500ml (Lô 142),Chai,6300,8,Đồ uống & Giải khát,187
SP008892,Cà phê sữa đá Highlands 235ml (Lô 142),Lon,16800,8,Đồ uống & Giải khát,194
SP008893,Bia Heineken Sleek 330ml (Lô 142),Lon,23100,10,Đồ uống & Giải khát,201
SP008894,Bia Tiger Crystal 330ml (Lô 142),Lon,20475,10,Đồ uống & Giải khát,208
SP008895,Bia Sài Gòn Special 330ml (Lô 142),Lon,17325,10,Đồ uống & Giải khát,215
SP008896,Sữa tươi tiệt trùng Vinamilk 180ml (Lô 142),Hộp,8925,0,Đồ uống & Giải khát,222
SP008897,Sữa chua uống Susu 110ml (Lô 142),Chai,6825,0,Đồ uống & Giải khát,229
SP008898,Nước ép bưởi hồng Vfresh 1L (Lô 142),Hộp,40950,8,Đồ uống & Giải khát,236
SP008899,Bánh ChocoPie Orion hộp 12 cái (Lô 142),Hộp,60900,8,Bánh kẹo & Ăn vặt,243
SP008900,Bánh Cosy mè giòn rụm Kinh Đô 288g (Lô 142),Gói,30450,8,Bánh kẹo & Ăn vặt,250
SP008901,Snack khoai tây Ostar vị tảo biển 90g (Lô 142),Gói,19950,8,Bánh kẹo & Ăn vặt,257
SP008902,Snack khoai tây Lay's tự nhiên 95g (Lô 142),Gói,22050,8,Bánh kẹo & Ăn vặt,264
SP008903,Bánh que Pocky socola Glico 40g (Lô 142),Hộp,14700,8,Bánh kẹo & Ăn vặt,271
SP008904,Kẹo dẻo Chupa Chups Sour Tubes 160g (Lô 142),Gói,25200,8,Bánh kẹo & Ăn vặt,278
SP008905,Bánh mì tươi nhân bơ sữa Kinh Đô 80g (Lô 142),Cái,9450,8,Bánh kẹo & Ăn vặt,285
SP008906,Bánh xốp Nabati phô mai 130g (Lô 142),Hộp,12600,8,Bánh kẹo & Ăn vặt,292
SP008907,Hạt điều rang muối vỏ lụa Bình Phước 500g (Lô 142),Hộp,141750,8,Bánh kẹo & Ăn vặt,299
SP008908,Hạt hướng dương Chacheer 130g (Lô 142),Gói,15750,8,Bánh kẹo & Ăn vặt,306
SP008909,Rong biển sấy vị truyền thống TaoKaeNoi 32g (Lô 142),Gói,27300,8,Bánh kẹo & Ăn vặt,313
SP008910,Nước mắm Nam Ngư Đệ Nhị chai 900ml (Lô 142),Chai,29400,8,Gia vị & Đồ nấu nướng,320
SP008911,Nước mắm Chinsu Cá Hồi chai 500ml (Lô 142),Chai,49350,8,Gia vị & Đồ nấu nướng,327
SP008912,Dầu ăn Simply đậu nành can 1L (Lô 142),Chai,61950,8,Gia vị & Đồ nấu nướng,334
SP008913,Dầu ăn Neptune Gold can 2L (Lô 142),Chai,141750,8,Gia vị & Đồ nấu nướng,341
SP008914,Hạt nêm Knorr thịt thăn xương ống 400g (Lô 142),Gói,38850,8,Gia vị & Đồ nấu nướng,348
SP008915,Bột ngọt Ajinomoto gói 454g (Lô 142),Gói,35700,8,Gia vị & Đồ nấu nướng,355
SP008916,Tương ớt Chinsu nắp bật 250g (Lô 142),Chai,15750,8,Gia vị & Đồ nấu nướng,362
SP008917,Tương cà Cholimex chai 330g (Lô 142),Chai,16800,8,Gia vị & Đồ nấu nướng,369
SP008918,Muối I-ốt Bạc Liêu túi 500g (Lô 142),Gói,6300,8,Gia vị & Đồ nấu nướng,376
SP008919,Đường tinh luyện Biên Hòa Daily 1kg (Lô 142),Gói,32550,8,Gia vị & Đồ nấu nướng,383
SP008920,Mì tôm Hảo Hảo tôm chua cay 75g (Lô 142),Gói,4725,8,Mì gói & Thực phẩm khô,390
SP008921,Mì Omachi sườn hầm ngũ quả 80g (Lô 142),Gói,8925,8,Mì gói & Thực phẩm khô,397
SP008922,Mì trộn Indomie Mi Goreng 85g (Lô 142),Gói,6825,8,Mì gói & Thực phẩm khô,404
SP008923,Phở gà Đệ Nhất Acecook 68g (Lô 142),Gói,8400,8,Mì gói & Thực phẩm khô,411
SP008924,Miến Phú Hương yến tiệc 210g (Lô 142),Gói,23100,8,Mì gói & Thực phẩm khô,418
SP008925,Cháo thịt bằm Cung Đình gói 50g (Lô 142),Gói,7350,8,Mì gói & Thực phẩm khô,425
SP008926,Cá nục sốt cà 3 Cô Gái lon 155g (Lô 142),Lon,19950,8,Mì gói & Thực phẩm khô,432
SP008927,Pate thịt heo Hạ Long lon 150g (Lô 142),Lon,28350,8,Mì gói & Thực phẩm khô,439
SP008928,Mì ly Modern lẩu thái tôm 65g (Lô 142),Ly,9975,8,Mì gói & Thực phẩm khô,446
SP008929,Nước rửa chén Sunlight chanh can 3.6kg (Lô 142),Can,114450,10,Hóa mỹ phẩm & Tẩy rửa,453
SP008930,Nước giặt OMO Matic cửa trên túi 3.6kg (Lô 142),Túi,183750,10,Hóa mỹ phẩm & Tẩy rửa,460
SP008931,Nước xả vải Comfort đậm đặc túi 3.2L (Lô 142),Túi,198450,10,Hóa mỹ phẩm & Tẩy rửa,467
SP008932,Dầu gội Clear thảo dược mát lạnh 630g (Lô 142),Chai,173250,10,Hóa mỹ phẩm & Tẩy rửa,474
SP008933,Dầu gội Pantene suôn mượt 650ml (Lô 142),Chai,162750,10,Hóa mỹ phẩm & Tẩy rửa,481
SP008934,Sữa tắm Lifebuoy bảo vệ vượt trội 800g (Lô 142),Chai,156450,10,Hóa mỹ phẩm & Tẩy rửa,488
SP008935,Kem đánh răng Colgate Total 12 180g (Lô 142),Tuýp,44100,10,Hóa mỹ phẩm & Tẩy rửa,495
SP008936,Bàn chải đánh răng P/S than tre (Lô 142),Cái,18900,10,Hóa mỹ phẩm & Tẩy rửa,52
SP008937,Nước lau sàn Sunlight hoa lily túi 3.6kg (Lô 142),Túi,89250,10,Hóa mỹ phẩm & Tẩy rửa,59
SP008938,Xịt muỗi Raid hương cam chanh 600ml (Lô 142),Chai,71400,10,Hóa mỹ phẩm & Tẩy rửa,66
SP008939,Giấy vệ sinh cuộn cao cấp Pulppy lốc 10 cuộn (Lô 142),Lốc,96600,8,Đồ gia dụng & Tiện ích,73
SP008940,Khăn giấy lụa rút Paseo 200 tờ (Lô 142),Hộp,26250,8,Đồ gia dụng & Tiện ích,80
SP008941,Màng bọc thực phẩm PE Sunhouse 30cmx150m (Lô 142),Hộp,78750,8,Đồ gia dụng & Tiện ích,87
SP008942,Túi rác đen tự hủy sinh học Opec 3 cuộn (Lô 142),Gói,39900,8,Đồ gia dụng & Tiện ích,94
SP008943,Băng dính dán thùng trong suốt 5cm x 100y (Lô 142),Cuộn,16800,8,Đồ gia dụng & Tiện ích,101
SP008944,Pin tiểu AA Panasonic vỉ 4 viên (Lô 142),Vỉ,27300,8,Đồ gia dụng & Tiện ích,108
SP008945,Khẩu trang y tế 4 lớp kháng khuẩn hộp 50 cái (Lô 142),Hộp,36750,8,Đồ gia dụng & Tiện ích,115
SP008946,Nước rửa tay Lifebuoy hương chanh chai 450ml (Lô 142),Chai,54600,8,Đồ gia dụng & Tiện ích,122
SP008947,Coca Cola Sleek 320ml (Lô 143),Lon,12100,8,Đồ uống & Giải khát,129
SP008948,Pepsi Sleek 320ml (Lô 143),Lon,11550,8,Đồ uống & Giải khát,136
SP008949,Nước cam ép Twister 450ml (Lô 143),Chai,13200,8,Đồ uống & Giải khát,143
SP008950,Trà xanh Không Độ 455ml (Lô 143),Chai,11000,8,Đồ uống & Giải khát,150
SP008951,Trà Ô Long Tea+ Plus 455ml (Lô 143),Chai,13200,8,Đồ uống & Giải khát,157
SP008952,Nước tăng lực Red Bull 250ml (Lô 143),Lon,15400,8,Đồ uống & Giải khát,164
